article_name,country,revision_id,population,article_quality_est
Matija Škerbec,Slovenia,721867174,2103000,B
Valentin Zarnik,Slovenia,723006063,2103000,Stub
Drago Marušič,Slovenia,723568459,2103000,Start
Matija Majar,Slovenia,729913395,2103000,Start
Ljubica Jelušič,Slovenia,730293750,2103000,Stub
Jelko Kacin,Slovenia,730652372,2103000,Start
Mojca Kleva,Slovenia,730674032,2103000,Start
József Klekl (politician),Slovenia,730725988,2103000,Start
Tomaž Marušič,Slovenia,731848951,2103000,Stub
Anton Novačan,Slovenia,744645271,2103000,Start
József Klekl (writer),Slovenia,748747928,2103000,Start
Dejan Židan,Slovenia,751242571,2103000,Stub
Alenka Smerkolj,Slovenia,751243434,2103000,Start
Tone Partljič,Slovenia,753811952,2103000,Start
Majda Širca,Slovenia,768472670,2103000,Start
Cankar Centre,Slovenia,768526499,2103000,Start
Ivo Vajgl,Slovenia,772511038,2103000,Start
Vilmos Tkálecz,Slovenia,772511383,2103000,Stub
Anja Bah Žibert,Slovenia,774615452,2103000,Stub
Katja Koren,Slovenia,775073864,2103000,Start
Mária Pozsonec,Slovenia,775368951,2103000,Stub
József Szakovics,Slovenia,777924826,2103000,Start
Franc Snoj,Slovenia,779035961,2103000,Stub
Ivan Cankar,Slovenia,781863742,2103000,C
Marta Brilej,Slovenia,782014775,2103000,Start
Lev Kreft,Slovenia,782158855,2103000,Stub
Miro Steržaj,Slovenia,782637247,2103000,Stub
József Borovnyák,Slovenia,782976795,2103000,Stub
Spomenka Hribar,Slovenia,784578705,2103000,C
István Kühár,Slovenia,786986422,2103000,Stub
Roman Kirn,Slovenia,788030262,2103000,Stub
Angela Vode,Slovenia,789199782,2103000,C
Tomaž Ertl,Slovenia,789273182,2103000,Stub
Mojca Drčar Murko,Slovenia,790608291,2103000,Stub
Tanja Fajon,Slovenia,790608301,2103000,C
Blaž Kavčič (politician),Slovenia,791679825,2103000,Stub
Božidar Jakac,Slovenia,792070941,2103000,C
Boris Furlan,Slovenia,797969620,2103000,C
Igor Šoltes,Slovenia,798288705,2103000,Start
Alojzija Štebi,Slovenia,798488329,2103000,GA
Lambert Ehrlich,Slovenia,800228623,2103000,C
Romana Jordan Cizelj,Slovenia,800716994,2103000,Start
Eva Irgl,Slovenia,800818597,2103000,Start
Andrej Benedejčič,Slovenia,801279018,2103000,Start
Andrej Osterman,Slovenia,801383756,2103000,Stub
Ivan Kramberger,Slovenia,803451102,2103000,Start
Janez Janša,Slovenia,804943051,2103000,C
Violeta Bulc,Slovenia,806901419,2103000,Start
Alenka Bikar,Slovenia,806983705,2103000,Start
Đuro Šurmin,Croatia,625509885,4020000,Start
Zvonimir Mršić,Croatia,684859066,4020000,Stub
Silvije Degen,Croatia,705106158,4020000,Stub
Božidar Adžija,Croatia,705332341,4020000,Stub
Ognjen Prica,Croatia,705360501,4020000,Start
Otokar Keršovani,Croatia,705360606,4020000,Start
Krešimir Ćosić (politician),Croatia,705397692,4020000,Stub
Josip Pankretić,Croatia,710129550,4020000,Stub
Petar Mlinarić,Croatia,712105295,4020000,Stub
Vjekoslav Spinčić,Croatia,712809299,4020000,Start
Ivan Cesar,Croatia,715335571,4020000,Stub
Janko Kamauf,Croatia,716034447,4020000,Stub
Juraj Demetrović,Croatia,717359520,4020000,Stub
Aleksandar Rakodczay,Croatia,717542728,4020000,Stub
Damir Rilje,Croatia,718837778,4020000,Stub
Zlatko Vitez,Croatia,719226426,4020000,Stub
Antun Mihalović,Croatia,719851898,4020000,Stub
Antun Vakanović,Croatia,719870645,4020000,Stub
Dušan Dragosavac,Croatia,720526880,4020000,Stub
Rajko Ostojić,Croatia,720931349,4020000,Stub
Josip Smodlaka,Croatia,720993023,4020000,Stub
Ivo Amulić,Croatia,720993037,4020000,Stub
Ante Mrduljaš,Croatia,720993051,4020000,Stub
Šimun de Michieli-Vitturi,Croatia,720993870,4020000,Stub
Aleksandar Nallini,Croatia,720993887,4020000,Stub
Umberto Fabris,Croatia,721901285,4020000,Stub
Branko Švarc,Croatia,722833303,4020000,Stub
Vladimir Mažuranić,Croatia,723941816,4020000,Stub
Nikica Gabrić,Croatia,723942277,4020000,Stub
Nadežda Čačinovič,Croatia,723955885,4020000,Start
Nebojša Koharović,Croatia,726752865,4020000,Stub
Petar Vitezica,Croatia,727132412,4020000,Stub
Jakov Cindro,Croatia,727134996,4020000,Stub
Sebastiano Dolci,Croatia,728670457,4020000,Stub
Marino Baldini,Croatia,730681540,4020000,Stub
Pavao Muhić,Croatia,731856594,4020000,Stub
Siniša Školneković,Croatia,735870768,4020000,Stub
Adolf Mošinsky,Croatia,742566840,4020000,Stub
Dragan Vulin,Croatia,743532539,4020000,Start
Milan Kujundžić,Croatia,745329910,4020000,Start
Darinko Kosor,Croatia,745401132,4020000,Stub
Mirko Bogović,Croatia,746399513,4020000,Stub
Arsen Bauk,Croatia,748119210,4020000,Stub
Vladimir Šišljagić,Croatia,749384102,4020000,Stub
Branko Hrg,Croatia,751396900,4020000,Stub
Nansi Tireli,Croatia,751594750,4020000,Start
Krešimir Bubalo,Croatia,757561812,4020000,Stub
Nazif Memedi,Croatia,758533356,4020000,Stub
Jakov Blažević,Croatia,758957460,4020000,Stub
Zvonko Brkić,Croatia,758957615,4020000,Stub
Davor Škrlec,Croatia,761244047,4020000,Stub
Boris Buzančić,Croatia,761837709,4020000,Stub
Đuro Basariček,Croatia,762023726,4020000,Start
Dragutin Haramija,Croatia,762637325,4020000,Stub
Andro Vlahušić,Croatia,763158518,4020000,Stub
Damir Škaro,Croatia,763159123,4020000,Stub
Josip Cindro,Croatia,763292209,4020000,Stub
Milan Šufflay,Croatia,771821755,4020000,C
Svetozar Pribićević,Croatia,772599844,4020000,C
Božo Nikolić,Croatia,772774663,4020000,Stub
Ivan Bunić Vučić,Croatia,774306533,4020000,Stub
Željko Turk,Croatia,775080683,4020000,Stub
Ivan Kuret,Croatia,775624588,4020000,Stub
Vladimir Zagorec,Croatia,776260767,4020000,C
Vlado Singer,Croatia,777056181,4020000,C
Pavle Gregorić,Croatia,777423037,4020000,Stub
Josip Friščić,Croatia,777587363,4020000,Stub
Josip Kregar,Croatia,777587617,4020000,Start
Luciano Sušanj,Croatia,777643196,4020000,C
Joško Svaguša,Croatia,777658380,4020000,Start
Ivo Krbek,Croatia,778667989,4020000,Stub
Josip Jurčević,Croatia,781152002,4020000,Start
Ivan Rabuzin,Croatia,781996299,4020000,Start
Slavko Vukšić,Croatia,781997714,4020000,Stub
Valter Flego,Croatia,782073792,4020000,Start
Ante Paradžik,Croatia,782416698,4020000,Start
Zvonimir Šeparović,Croatia,783002071,4020000,Start
Izidor Kršnjavi,Croatia,783100436,4020000,Start
Marija Lugarić,Croatia,783497022,4020000,Stub
Nadan Vidošević,Croatia,783802982,4020000,Start
Ivan Kovačić,Croatia,785451523,4020000,Stub
Vjekoslav Servatzy,Croatia,786223826,4020000,Start
Slavko Wolf,Croatia,786604485,4020000,Start
Damir Polančec,Croatia,787781591,4020000,Stub
Vesna Girardi-Jurkić,Croatia,788303012,4020000,Start
Zvonimir Richtmann,Croatia,788306307,4020000,Start
Ljudevit Vukotinović,Croatia,788309097,4020000,Start
Tadija Smičiklas,Croatia,788444830,4020000,C
Slavko Cuvaj,Croatia,789267314,4020000,Stub
Ferenc Esterházy (1715–1785),Croatia,789267332,4020000,Stub
Vilim Herman,Croatia,789267342,4020000,Start
Nenad Porges,Croatia,789267429,4020000,Start
Koloman Bedeković,Croatia,789294528,4020000,Stub
Emerik Josipović,Croatia,789295285,4020000,Stub
Gejza Josipović,Croatia,789295289,4020000,Stub
Stjepan Kovačević,Croatia,789295464,4020000,Stub
Nikola Tomašić,Croatia,789296408,4020000,Stub
Ante Ledić,Croatia,789385949,4020000,Stub
Anto Kovačević,Croatia,789442494,4020000,Stub
Đurđa Adlešič,Croatia,789468057,4020000,Stub
Antun Augustinčić,Croatia,789494190,4020000,C
Mihovil Pavlinović,Croatia,790107899,4020000,C
Zdravka Bušić,Croatia,790607686,4020000,Stub
Ruža Tomašić,Croatia,790607890,4020000,C
Petar Alberti,Croatia,790705939,4020000,Stub
Neven Mimica,Croatia,791826853,4020000,C
Relja Bašić,Croatia,792023776,4020000,Start
Božo Kovačević (politician),Croatia,792071174,4020000,Stub
Perica Bukić,Croatia,793441487,4020000,Start
Josip Predavec,Croatia,793704011,4020000,Stub
Igor Pokaz,Croatia,793896344,4020000,Start
Ema Derossi-Bjelajac,Croatia,793911779,4020000,Stub
Predrag Štromar,Croatia,793948787,4020000,Stub
Savka Dabčević-Kučar,Croatia,794220516,4020000,Start
Josipa Rimac,Croatia,794331202,4020000,Start
Ivan Werner,Croatia,794460147,4020000,Stub
Nikica Valentić,Croatia,794605257,4020000,Start
Ivana Maletić,Croatia,794694590,4020000,Stub
Davor Božinović,Croatia,794956618,4020000,Stub
Slavko Linić,Croatia,795060438,4020000,Stub
Hakija Hadžić,Croatia,795365942,4020000,Start
Aco Apolonio,Croatia,795735366,4020000,Stub
Željko Burić,Croatia,795787789,4020000,Start
Vladimir Bakarić,Croatia,796947477,4020000,Start
Ivo Perišin,Croatia,796947541,4020000,Start
Jure Bilić,Croatia,796947583,4020000,Stub
Katica Ivanišević,Croatia,796948039,4020000,Stub
Branko Vukelić,Croatia,797689385,4020000,Stub
Petar Pejačević,Croatia,797715320,4020000,Stub
Nedjeljko Mihanović,Croatia,798070897,4020000,Stub
Ivan Rikard Ivanović,Croatia,798337761,4020000,Start
Damir Bajs,Croatia,798756016,4020000,Stub
Nenad Ivanković,Croatia,799245170,4020000,Start
Davor Štern,Croatia,799278856,4020000,Start
Daniel Ivin,Croatia,800319146,4020000,Start
Leon Geršković,Croatia,800319851,4020000,Start
Mihael Montiljo,Croatia,800337952,4020000,Start
Branko Horvat,Croatia,800344485,4020000,Start
Kolinda Grabar-Kitarović,Croatia,800972067,4020000,B
Jasen Mesić,Croatia,801282684,4020000,Stub
Tihomir Orešković,Croatia,802230079,4020000,GA
Josip Juraj Strossmayer,Croatia,802855076,4020000,C
Anka Mrak-Taritaš,Croatia,803154987,4020000,Start
Stjepan Radić,Croatia,803787494,4020000,C
Đorđe Vojnović,Croatia,803830996,4020000,Stub
Dragan Markovina,Croatia,803858875,4020000,C
Branko Mikša,Croatia,803931230,4020000,Stub
Franjo Arapović,Croatia,803992334,4020000,Start
Josip Leko,Croatia,804106821,4020000,Stub
Ivan Čehok,Croatia,804537963,4020000,Start
Boris Klemenić,Croatia,804749199,4020000,Stub
Danira Bilić,Croatia,804751427,4020000,Stub
Mato Arlović,Croatia,804855217,4020000,Start
Antun Sorkočević,Croatia,806032744,4020000,Start
Milka Planinc,Croatia,806196071,4020000,C
Savo Zlatić,Croatia,806238538,4020000,C
Slobodan Lang,Croatia,806466645,4020000,C
Mirko Cro Cop,Croatia,806706707,4020000,B
Karlo Lanza,Croatia,806751655,4020000,Stub
Lordan Zafranović,Croatia,807202095,4020000,C
Marko Veselica,Croatia,807408210,4020000,Start
Josip Broz Tito,Croatia,807415247,4020000,GA
Suishō,Japan,626606789,125967000,Stub
Masahiro Futahashi,Japan,672284154,125967000,Stub
Mōri Gorō,Japan,704596904,125967000,Stub
Torii Tadafumi,Japan,706231609,125967000,Stub
Minamoto no Mitsuyuki,Japan,706231743,125967000,Stub
Keiko Higuchi,Japan,706231958,125967000,Stub
Mishima Michitsune,Japan,706233042,125967000,Start
Akira Hatano,Japan,706233074,125967000,Stub
Ryōichi Kuroda,Japan,706233282,125967000,Stub
Masami Nishimura,Japan,706233501,125967000,Stub
Jirō Shirasu,Japan,706234220,125967000,Stub
Tsuneo Tanaka,Japan,706235030,125967000,Stub
Tanaka Fujimaro,Japan,706235531,125967000,Start
Eri Tokunaga,Japan,706241606,125967000,Stub
Nobuteru Mori,Japan,706241823,125967000,Stub
Tsunetoshi Tanaka,Japan,706242060,125967000,Stub
Yoshihiro Kawano,Japan,706242061,125967000,Stub
Masakazu Nakai,Japan,706242079,125967000,Start
Yoshihiro Tokugawa,Japan,706242815,125967000,Stub
Koji Kakizawa,Japan,706340312,125967000,Start
Toshio Ogawa,Japan,707142136,125967000,Start
Masayuki Fujio,Japan,707363614,125967000,Stub
Maeda Gen'i,Japan,708214266,125967000,Stub
Kanda Takahira,Japan,709650362,125967000,Stub
Kōzō Watanabe (Liberal Democratic Party politician),Japan,709935445,125967000,Stub
Masakatsu Koike,Japan,710950386,125967000,Stub
Anton Wicky,Japan,712433279,125967000,Stub
Chikahiko Koizumi,Japan,717053331,125967000,Stub
Daizō Nozawa,Japan,717416250,125967000,Stub
Ikuo Oyama,Japan,717644643,125967000,Stub
Yōzō Toyoshima,Japan,717720145,125967000,Stub
Oguri Kozukenosuke,Japan,720958833,125967000,C
Nezu Kaichirō,Japan,721056829,125967000,Start
Eikichi Minato,Japan,722387641,125967000,Stub
Fumiaki Kobayashi (politician),Japan,723141669,125967000,Start
Masataka Matsuura,Japan,723423000,125967000,Stub
Uchida Kakichi,Japan,723674591,125967000,Stub
Kan Abe,Japan,723834096,125967000,Start
Kiyoharu Ishiwata,Japan,723957776,125967000,Stub
Karen Makishima,Japan,723972121,125967000,Stub
Hideo Ōnishi,Japan,723972166,125967000,Stub
Haruo Okada,Japan,724040910,125967000,Stub
Kiyoko Ono,Japan,724807659,125967000,Start
Katsuhito Noshi,Japan,725890570,125967000,Stub
Miguel Chijiwa,Japan,726620155,125967000,Stub
Kawaji Toshiyoshi,Japan,727707402,125967000,Stub
Katsuhiro Akimoto,Japan,728907547,125967000,Stub
Ichiro Nakagawa,Japan,729756769,125967000,Stub
Eisuke Hinode,Japan,731438482,125967000,Stub
Kōzō Sasaki,Japan,733521939,125967000,Stub
Noboru Kousaka,Japan,733872942,125967000,Stub
Tatsuo Ozawa,Japan,734883244,125967000,Stub
Kan'ichi Oda,Japan,735589001,125967000,Stub
Tadashi Maeda (politician),Japan,735821582,125967000,Stub
Makoto Taniguchi,Japan,736253259,125967000,Stub
Shinkun Haku,Japan,738167888,125967000,Stub
Takao Fujinami,Japan,738169814,125967000,Start
Akira Matsu,Japan,738685623,125967000,Stub
Hideto Ōnishi,Japan,740154736,125967000,Stub
Keizō Hamada,Japan,740154849,125967000,Stub
Masa Nakayama,Japan,740469712,125967000,Start
Naoki Tanaka,Japan,742209296,125967000,Stub
Hsu Dau-lin,Japan,742382669,125967000,C
Kenji Utsunomiya,Japan,742443060,125967000,C
Tamayo Marukawa,Japan,742484480,125967000,Stub
List of Japanese politicians,Japan,742764259,125967000,Stub
Satoshi Akao,Japan,743245389,125967000,Stub
Hirofumi Yamashita,Japan,743821592,125967000,Stub
Kira Yoshinaka,Japan,745019152,125967000,Start
Hiroshi Maruyama,Japan,745710024,125967000,Stub
Hiroo Ōhara,Japan,745764503,125967000,Stub
Toshio Irie (bureaucrat),Japan,746269918,125967000,Stub
Tadahiro Ando,Japan,746599009,125967000,Stub
Kanson Arahata,Japan,747952106,125967000,Stub
Yoichi Kuroda,Japan,749362509,125967000,Stub
Akira Tomii,Japan,750308917,125967000,Stub
Sōichirō Takashima,Japan,750583822,125967000,Stub
Matsudaira Tarō,Japan,751259654,125967000,Stub
List of Japanese Residents-General of Korea,Japan,751463113,125967000,Stub
Hajime Seki,Japan,753415651,125967000,Start
Ikuo Kabashima,Japan,753497907,125967000,Stub
Seiko Hashimoto,Japan,754144710,125967000,C
Hatoyama family,Japan,754513220,125967000,Stub
Sakuma Shōzan,Japan,754515262,125967000,Start
Makoto Hirayama,Japan,755371378,125967000,Start
Kunihiko Hashida,Japan,755843672,125967000,Stub
Hisayasu Nagata,Japan,756699750,125967000,Start
Makoto Taki,Japan,756715543,125967000,Start
Michihiko Kano,Japan,756715635,125967000,Stub
Mikio Fujita,Japan,756715644,125967000,Stub
Muneo Suzuki,Japan,756715775,125967000,Start
Nobuo Matsuno,Japan,756715804,125967000,Stub
Taku Otsuka,Japan,756716825,125967000,Stub
Yamato Inaba,Japan,756717211,125967000,Stub
Teruaki Masumoto,Japan,756720582,125967000,Stub
Masamune Wada,Japan,756759608,125967000,Stub
Yukari Iijima,Japan,756833498,125967000,Stub
Michiko Fujiwara,Japan,757341812,125967000,Stub
Teruki Gotō,Japan,757368368,125967000,Stub
Hoshi Tōru,Japan,757562608,125967000,Start
Takashi Suzuki (politician),Japan,757562626,125967000,Stub
Kyokudōzan Kazuyasu,Japan,757563813,125967000,C
Takashi Sasagawa,Japan,757563824,125967000,Stub
Shigeru Sahashi,Japan,759511645,125967000,Start
Nobuo Kishi,Japan,760606135,125967000,Start
Date Munenari,Japan,761243798,125967000,C
Tadao Watanabe,Japan,762042217,125967000,Stub
Ōtomo no Otomaro,Japan,762706551,125967000,Stub
Prince Narinaga,Japan,762722684,125967000,Stub
Chinda Sutemi,Japan,763969619,125967000,Start
Misako Enoki,Japan,764840528,125967000,Start
Toshikatsu Matsuoka,Japan,766997127,125967000,Start
Yukio Aoshima,Japan,767137454,125967000,C
Katsuhito Yokokume,Japan,767300612,125967000,Stub
Tsuneo Mori,Japan,767794799,125967000,Stub
Yukio Koshimori,Japan,767876428,125967000,Stub
Masayoshi Ito,Japan,769093340,125967000,Stub
Kota Matsuda,Japan,769228972,125967000,Start
Yukiharu Miki,Japan,769287037,125967000,Stub
Tsuneo Horiuchi,Japan,769726190,125967000,Start
Toshio Shiratori,Japan,770308464,125967000,Start
Aijiro Tomita,Japan,770914375,125967000,Stub
Usaburō Chisaki III,Japan,771023851,125967000,Stub
Setsuo Yokomichi,Japan,771023991,125967000,Stub
Shōichi Watanabe (politician),Japan,771024210,125967000,Stub
Naohiro Dōgakinai,Japan,771026173,125967000,Stub
Kingo Machimura,Japan,771026471,125967000,Stub
Usaburō Chisaki II,Japan,771033882,125967000,Stub
Fukushima Yasumasa,Japan,771157380,125967000,C
Masayuki Matsuda,Japan,771382116,125967000,Stub
Bunji Okada,Japan,771447489,125967000,Stub
Masayoshi Ogawa,Japan,771447770,125967000,Stub
Tadashi Kodaira,Japan,771463460,125967000,Stub
Hayashi Gonsuke (diplomat),Japan,771474859,125967000,Start
Shigeru Honjō,Japan,771489999,125967000,Start
Tokihiro Nakamura,Japan,771836152,125967000,Stub
Masao Uchibori,Japan,771836345,125967000,Stub
Eikei Suzuki,Japan,771836989,125967000,Stub
Ryuta Ibaragi,Japan,771837347,125967000,Stub
Shinji Hirai,Japan,771838144,125967000,Stub
Kiichi Aichi,Japan,771892922,125967000,Stub
Kunio Nakagaki,Japan,771894007,125967000,Stub
Masatsune Ogura,Japan,771902606,125967000,Stub
Hiroya Ino,Japan,771903125,125967000,Start
Governor of the South Pacific Mandate,Japan,772122382,125967000,Start
Komatsu Kiyokado,Japan,772625844,125967000,Start
Nobuhiro Tanabe,Japan,772773767,125967000,Stub
Katsumi Yamauchi,Japan,773843300,125967000,Stub
Ichiro Hatta,Japan,774495601,125967000,Stub
Mieno Eiko,Japan,774742615,125967000,Stub
Kozo Igarashi,Japan,774742666,125967000,Stub
Tatsuo Takahashi,Japan,774742838,125967000,Stub
Yasumasa Narasaki,Japan,774742887,125967000,Stub
Makiko Fujino,Japan,775837778,125967000,Stub
Kingoro Hashimoto,Japan,775978813,125967000,Start
Kenji Nakanishi,Japan,776437359,125967000,Start
Jiro Akama,Japan,776743826,125967000,Stub
Jirō Minami,Japan,777038528,125967000,C
Kazuyoshi Akaba,Japan,778507646,125967000,Stub
Keiko Nagaoka,Japan,778539514,125967000,Stub
Keiro Kitagami,Japan,778541935,125967000,Stub
Kenji Wakamiya,Japan,778624432,125967000,Stub
Kensaku Morita,Japan,778647932,125967000,Stub
Kenshiro Matsunami,Japan,778648326,125967000,Stub
Kishirō Nakamura,Japan,779050286,125967000,Stub
Kiuchi Jūshirō,Japan,779075455,125967000,Start
Kizō Hisamoto,Japan,779082270,125967000,Stub
Kōki Ishii,Japan,779527219,125967000,C
Watanabe Kunitake,Japan,779839208,125967000,C
Lee Kyung-jae,Japan,780142134,125967000,Start
Governors of Hiroshima Prefecture,Japan,780299155,125967000,Start
Yasuo Ogata,Japan,781057366,125967000,Stub
Kazuyoshi Nakanishi,Japan,781058549,125967000,Stub
Takashi Hishikari,Japan,781444448,125967000,Start
Akiko Kurabayashi,Japan,781567856,125967000,Stub
Kotaro Tatsumi,Japan,781570788,125967000,Stub
Tomo Iwabuchi,Japan,781904946,125967000,Stub
Ryosuke Takeda,Japan,782044725,125967000,Stub
Taku Yamazoe,Japan,782058170,125967000,Stub
Yasufumi Fujino,Japan,782087278,125967000,Stub
Mitsuko Tomon,Japan,782133958,125967000,Stub
Toshirō Tomochika,Japan,782233500,125967000,Stub
Tenkoko Sonoda,Japan,782255986,125967000,Stub
Kazuya Hatayama,Japan,782426828,125967000,Stub
Okinori Kaya,Japan,782460097,125967000,Stub
Toshiko Hayashi,Japan,782549685,125967000,Stub
Bak Jungyang,Japan,782623474,125967000,C
Terufumi Horiuchi,Japan,782722544,125967000,Stub
Ōmura Masujirō,Japan,783145252,125967000,C
Chinjufu Shogun,Japan,783299648,125967000,Start
Shozo Majima,Japan,783381190,125967000,Stub
Takeshi Miyamoto,Japan,783386543,125967000,Stub
Nobuko Motomura,Japan,783945427,125967000,Stub
Yoshinobu Ohira,Japan,784168700,125967000,Stub
Kazuko Saito,Japan,784358956,125967000,Stub
Shunroku Hata,Japan,784361847,125967000,C
Miho Takeda,Japan,784725654,125967000,Start
Hideo Higashikokubaru,Japan,784915975,125967000,C
Masakazu Hamachi,Japan,785099683,125967000,Stub
Keiichi Inamine,Japan,785245922,125967000,Stub
Fujiwara no Yoshikado,Japan,785296856,125967000,Start
Haruko Hatoyama,Japan,785403562,125967000,B
Yasuko Hatoyama,Japan,785403666,125967000,Start
Masatoshi Akimoto,Japan,785509765,125967000,Stub
Shuichi Abe,Japan,785642599,125967000,Stub
Masami Tanabu,Japan,785920290,125967000,Stub
Kaneyasu Marutani,Japan,786285308,125967000,Stub
Junji Nishime,Japan,786366814,125967000,Stub
Meiji oligarchy,Japan,786396310,125967000,B
Jitsuo Inagaki,Japan,786585334,125967000,Stub
Kōichi Kido,Japan,786593497,125967000,C
Kazuo Hatoyama,Japan,786877057,125967000,C
Katsuo Okazaki,Japan,786901750,125967000,C
Koko Kondo,Japan,786944075,125967000,Stub
Heisuke Hironaka,Japan,787004212,125967000,Start
Takaaki Tamura (politician),Japan,787006012,125967000,Stub
Shigeyoshi Matsumae,Japan,787207980,125967000,C
Matsudaira Norikata,Japan,787263146,125967000,Start
Mori Arinori,Japan,787280810,125967000,Start
Seigō Nakano,Japan,787320244,125967000,Start
Naoki Hoshino,Japan,787337007,125967000,C
Naohiro Amaya,Japan,787337055,125967000,Start
Murata Seifū,Japan,787348399,125967000,Stub
Nobuyoshi Mutō,Japan,787373850,125967000,Start
Enkichi Ōki,Japan,787400162,125967000,Stub
Ono no Imoko,Japan,787419412,125967000,Start
Ōshima Yoshimasa,Japan,787535385,125967000,Start
Rokujō family,Japan,787833549,125967000,Stub
Chikage Oogi,Japan,787978254,125967000,C
Eiichi Nakao,Japan,788063773,125967000,Stub
Shusei Tanaka,Japan,788064094,125967000,Stub
Hidenao Nakagawa,Japan,788064261,125967000,Stub
Kohki Abe,Japan,788357754,125967000,Start
Yoshinobu Shimamura,Japan,788361621,125967000,Start
Seiichi Ikehata,Japan,788362077,125967000,Stub
Minamoto no Yoshinaka,Japan,788485534,125967000,C
Sugawara no Michizane,Japan,788519653,125967000,C
Kisaburo Tokai,Japan,788537180,125967000,Stub
List of Japanese Governors-General of Korea,Japan,788537338,125967000,Start
Yuko Tojo,Japan,788542306,125967000,C
Nariaki Nakayama,Japan,788665214,125967000,C
Keiji Furuya,Japan,788697622,125967000,Start
Yokota family,Japan,788723618,125967000,Start
Katsu Kaishū,Japan,788798049,125967000,C
Yamao Yōzō,Japan,788988478,125967000,Start
Yokoi Shōnan,Japan,788989847,125967000,Start
Yamagata Isaburō,Japan,789048046,125967000,Start
Yasuko Ikenobō,Japan,789084252,125967000,Stub
Wataru Ishizaka,Japan,789231974,125967000,Stub
Tadashi Kuranari,Japan,789459690,125967000,Stub
Daisaku Kadokawa,Japan,789598583,125967000,Stub
Toshiko Karasawa,Japan,789598710,125967000,Stub
Chizuko Takahashi,Japan,789650070,125967000,Stub
Haruko Yoshikawa,Japan,789718887,125967000,Stub
Gen Nakagawa,Japan,790514587,125967000,Stub
List of shoguns,Japan,790621804,125967000,Start
Hōdō Nakamura,Japan,790659948,125967000,Stub
Masahiro Morioka (politician),Japan,790855860,125967000,Stub
Nakamura Junkuro,Japan,790950664,125967000,Stub
Ben Kimura,Japan,791055579,125967000,Stub
Yoshida Shōin,Japan,791092779,125967000,C
Tarō Yamamoto,Japan,791370681,125967000,C
Ryoko Tani,Japan,791739965,125967000,C
Kenji Ogiwara,Japan,791916774,125967000,Start
Purge (occupied Japan),Japan,791970043,125967000,C
Seizō Kobayashi,Japan,792076395,125967000,Start
Ōta Masahiro,Japan,792076699,125967000,Stub
Takeshi Noma,Japan,792272549,125967000,Stub
Isamu Sonoyama,Japan,792517956,125967000,Stub
Abe no Hirafu,Japan,792544308,125967000,Start
Bungo Tsuda,Japan,792602791,125967000,Stub
Hajime Yoshikawa,Japan,792730955,125967000,Stub
Keiichi Suzuki (governor of Hiroshima),Japan,792771500,125967000,Stub
Toshibumi Tanaka,Japan,792927729,125967000,Stub
Kiyohide Seki,Japan,792931166,125967000,Stub
Tsunamasa Ōyama,Japan,792931308,125967000,Stub
Yūichirō Chikaraishi,Japan,792931448,125967000,Stub
Hiroshi Yamada,Japan,793152586,125967000,Stub
Mac Akasaka,Japan,793494347,125967000,Start
Tenta Akaboshi,Japan,793682367,125967000,Stub
Katsutoshi Kaneda,Japan,793738749,125967000,Stub
Ōkubo Toshimichi,Japan,793747161,125967000,C
Sakanoue no Tamuramaro,Japan,793864850,125967000,C
Junko Mihara,Japan,793899445,125967000,Start
Ryosei Akazawa,Japan,793936930,125967000,Start
Chobin Zukeran,Japan,794049614,125967000,Stub
Ōtomo no Yakamochi,Japan,794095538,125967000,Start
Tadashi Shimizu,Japan,794200840,125967000,Stub
Sakata Tōjūrō IV,Japan,794363929,125967000,C
Akira Masaya,Japan,794373881,125967000,Stub
Heita Kawakatsu,Japan,794446877,125967000,Stub
Hideki Makihara,Japan,794558041,125967000,Stub
Iichirō Hatoyama,Japan,794617626,125967000,C
Hideo Kodama,Japan,794827702,125967000,Start
Akiko Santo,Japan,794983512,125967000,Start
Kisho Kurokawa,Japan,795627880,125967000,B
Taku Yamamoto,Japan,795803257,125967000,Stub
Kunishige Kamamoto,Japan,795824925,125967000,C
Katsumi Ōno,Japan,796112493,125967000,Stub
Atsuo Nakamura,Japan,796206638,125967000,Stub
List of governors of Saitama Prefecture,Japan,796340568,125967000,Stub
Kenkichi Ueda,Japan,796360917,125967000,C
Mikiko Shiroma,Japan,796367830,125967000,Stub
Takeshi Onaga,Japan,796367877,125967000,Stub
Mitsusada Umetani,Japan,796531384,125967000,Stub
Daijiro Hashimoto,Japan,797308868,125967000,Stub
Eitaro Itoyama,Japan,797420967,125967000,Start
Yuichiro Hata,Japan,797610804,125967000,Start
Hideaki Akaiwa,Japan,797841180,125967000,Start
Atsushi Onita,Japan,797998954,125967000,GA
Sadao Araki,Japan,798216733,125967000,C
Ijuin Hikokichi,Japan,798288923,125967000,C
Emily Hatoyama,Japan,798484893,125967000,Start
Taketora Ogata,Japan,798497879,125967000,Start
Seiichi Tagawa,Japan,798503289,125967000,Start
Tadahiko Okada,Japan,798871217,125967000,Stub
Makiko Tanaka,Japan,798872736,125967000,C
Makoto Tanabe,Japan,798872900,125967000,Stub
Masataro Sawayanagi,Japan,798920935,125967000,Stub
Saitō Takao,Japan,798952850,125967000,Stub
